Supply
Sl.No: 26|Set.No: 4|Name: Spencer Johnson|BasePrice: 150L|Country: Australia|LHB|LEFT ARM Fast
Sl.No: 27|Set.No: 4|Name: Shivam Mavi|BasePrice: 75L|Country: Indian|RHB|RIGHT ARM Fast Medium
Sl.No: 28|Set.No: 4|Name: Anrich Nortje|BasePrice: 200L|Country: South Africa|RHB|RIGHT ARM Fast
Sl.No: 29|Set.No: 4|Name: Matheesha Pathirana|BasePrice: 200L|Country: Sri Lanka|RHB|RIGHT ARM Fast
Sl.No: 30|Set.No: 5|Name: Ravi Bishnoi|BasePrice: 200L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 31|Set.No: 5|Name: Rahul Chahar|BasePrice: 100L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 32|Set.No: 5|Name: Akeal Hosein|BasePrice: 200L|Country: Indian|LHB|LEFT ARM Slow Orthodox
Sl.No: 33|Set.No: 5|Name: Mujeeb Rahman|BasePrice: 200L|Country: Afghanistan|RHB|RIGHT ARM Off Spin
Sl.No: 34|Set.No: 5|Name: Maheesh Theekshana|BasePrice: 200L|Country: Sri Lanka|RHB|RIGHT ARM Off Spin
Sl.No: 35|Set.No: 6|Name: Aarya Desai|BasePrice: 30L|Country: Indian|LHB|RIGHT ARM Off Spin
Sl.No: 36|Set.No: 6|Name: Yash Dhull|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 37|Set.No: 6|Name: Abhinav Manohar|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 38|Set.No: 6|Name: Anmolpreet Singh|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Off Spin
Sl.No: 39|Set.No: 6|Name: Atharva Taide|BasePrice: 30L|Country: Indian|LHB|LEFT ARM Slow Orthodox
Sl.No: 40|Set.No: 6|Name: Abhinav Tejrana|BasePrice: 30L|Country: Indian|LHB|RIGHT ARM Off Spin
Sl.No: 41|Set.No: 7|Name: Auqib Dar|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast Medium
Sl.No: 42|Set.No: 7|Name: Rajvardhan Hangargekar|BasePrice: 40L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 43|Set.No: 7|Name: Tanush Kotian|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Off Spin
Sl.No: 44|Set.No: 7|Name: Shivang Kumar|BasePrice: 30L|Country: Indian|RHB|LEFT ARM Slow Unorthodox
Sl.No: 45|Set.No: 7|Name: Mahipal Lomror|BasePrice: 50L|Country: Indian|LHB|LEFT ARM Slow Orthodox
Sl.No: 46|Set.No: 7|Name: Kamlesh Nagarkoti|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 47|Set.No: 7|Name: Vijay Shankar|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast Medium
Sl.No: 48|Set.No: 7|Name: Sanvir Singh|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 49|Set.No: 7|Name: Edhen Tom|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 50|Set.No: 7|Name: Prashant Veer|BasePrice: 30L|Country: Indian|LHB|LEFT ARM Slow Orthodox
Sl.No: 51|Set.No: 8|Name: Ruchit Ahir|BasePrice: 30L|Country: Indian|RHB|
Sl.No: 52|Set.No: 8|Name: Vansh Bedi|BasePrice: 30L|Country: Indian|RHB|
Sl.No: 53|Set.No: 8|Name: Mukul Choudhary|BasePrice: 30L|Country: Indian|RHB|
Sl.No: 54|Set.No: 8|Name: Tushar Raheja|BasePrice: 30L|Country: Indian|LHB|
Sl.No: 55|Set.No: 8|Name: Kartik Sharma|BasePrice: 30L|Country: Indian|RHB|
Sl.No: 56|Set.No: 8|Name: Tejasvi Singh|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Off Spin
Sl.No: 57|Set.No: 9|Name: Raj Limbani|BasePrice: 30L|Country: Indian|LHB|RIGHT ARM Fast Medium
Sl.No: 58|Set.No: 9|Name: Akash Madhwal|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast Medium
Sl.No: 59|Set.No: 9|Name: Sushant Mishra|BasePrice: 30L|Country: Indian|LHB|LEFT ARM Fast
Sl.No: 60|Set.No: 9|Name: Ashok Sharma|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 61|Set.No: 9|Name: Simarjeet Singh|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 62|Set.No: 9|Name: Naman Tiwari|BasePrice: 30L|Country: Indian|LHB|LEFT ARM Fast
Sl.No: 63|Set.No: 9|Name: Kartik Tyagi|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 64|Set.No: 10|Name: Yash Raj Punja|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 65|Set.No: 10|Name: Vignesh Puthur|BasePrice: 30L|Country: Indian|RHB|LEFT ARM Slow Unorthodox
Sl.No: 66|Set.No: 10|Name: Karn Sharma|BasePrice: 50L|Country: Indian|LHB|RIGHT ARM Leg Spin
Sl.No: 67|Set.No: 10|Name: Shivam Shukla|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 68|Set.No: 10|Name: Kumar Kartikeya Singh|BasePrice: 30L|Country: Indian|RHB|LEFT ARM Slow Orthodox
Sl.No: 69|Set.No: 10|Name: Prashant Solanki|BasePrice: 30L|Country: Indian|RHB|RIGHT ARM Leg Spin
Sl.No: 70|Set.No: 10|Name: Wahidullah Zadran|BasePrice: 30L|Country: Afghanistan|RHB|RIGHT ARM Off Spin
Sl.No: 71|Set.No: 11|Name: Mayank Agarawal|BasePrice: 75L|Country: Indian|RHB|RIGHT ARM Off Spin
Sl.No: 72|Set.No: 11|Name: Sediqullah Atal|BasePrice: 75L|Country: Afghanistan|LHB|
Sl.No: 73|Set.No: 11|Name: Ackeem Auguste|BasePrice: 75L|Country: Indian|LHB|RIGHT ARM Leg Spin
Sl.No: 74|Set.No: 11|Name: Reeza Hendricks|BasePrice: 100L|Country: South Africa|RHB|RIGHT ARM Off Spin
Sl.No: 75|Set.No: 11|Name: Pathum Nissanka|BasePrice: 75L|Country: Sri Lanka|RHB|
Sl.No: 76|Set.No: 11|Name: Tim Robinson|BasePrice: 75L|Country: New Zealand|RHB|RIGHT ARM Medium
Sl.No: 77|Set.No: 11|Name: Steve Smith|BasePrice: 200L|Country: Australia|RHB|
Sl.No: 78|Set.No: 11|Name: Rahul Tripathi|BasePrice: 75L|Country: Indian|RHB|RIGHT ARM Medium
Sl.No: 79|Set.No: 12|Name: Sean Abbott|BasePrice: 200L|Country: Australia|RHB|RIGHT ARM Fast Medium
Sl.No: 80|Set.No: 12|Name: Michael Bracewell|BasePrice: 200L|Country: New Zealand|LHB|RIGHT ARM Off Spin
Sl.No: 81|Set.No: 12|Name: Ben Dwarshuis|BasePrice: 100L|Country: Australia|LHB|LEFT ARM Fast Medium
Sl.No: 82|Set.No: 12|Name: Zak Foulkes|BasePrice: 75L|Country: New Zealand|RHB|RIGHT ARM Fast Medium
Sl.No: 83|Set.No: 12|Name: Jason Holder|BasePrice: 200L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 84|Set.No: 12|Name: Daryl Mitchell|BasePrice: 200L|Country: New Zealand|RHB|RIGHT ARM Medium
Sl.No: 85|Set.No: 12|Name: Daniel Sams|BasePrice: 100L|Country: Australia|RHB|LEFT ARM Fast Medium
Sl.No: 86|Set.No: 12|Name: Dasun Shanaka|BasePrice: 75L|Country: Sri Lanka|RHB|RIGHT ARM Fast
Sl.No: 87|Set.No: 12|Name: Matthew Short|BasePrice: 150L|Country: Australia|RHB|RIGHT ARM Off Spin
Sl.No: 88|Set.No: 13|Name: Tom Banton|BasePrice: 200L|Country: England|RHB|
Sl.No: 89|Set.No: 13|Name: Jordan Cox|BasePrice: 75L|Country: England|RHB|
Sl.No: 90|Set.No: 13|Name: Shai Hope|BasePrice: 200L|Country: Indian|RHB|
Sl.No: 91|Set.No: 13|Name: Josh Inglis|BasePrice: 200L|Country: Australia|RHB|
Sl.No: 92|Set.No: 13|Name: Benjamin McDermott|BasePrice: 75L|Country: Australia|RHB|
Sl.No: 93|Set.No: 13|Name: Kusal Mendis|BasePrice: 75L|Country: Sri Lanka|RHB|
Sl.No: 94|Set.No: 13|Name: Kusal Perera|BasePrice: 100L|Country: Sri Lanka|LHB|
Sl.No: 95|Set.No: 13|Name: Tim Seifert|BasePrice: 150L|Country: New Zealand|RHB|
Sl.No: 96|Set.No: 14|Name: Kyle Jamieson|BasePrice: 200L|Country: New Zealand|RHB|RIGHT ARM Fast
Sl.No: 97|Set.No: 14|Name: Saqib Mahmood|BasePrice: 150L|Country: England|RHB|RIGHT ARM Fast
Sl.No: 98|Set.No: 14|Name: Adam Milne|BasePrice: 200L|Country: New Zealand|RHB|RIGHT ARM Fast
Sl.No: 99|Set.No: 14|Name: Lungis Ngidi|BasePrice: 200L|Country: South Africa|RHB|RIGHT ARM Fast Medium
Sl.No: 100|Set.No: 14|Name: William Orourke|BasePrice: 200L|Country: New Zealand|RHB|RIGHT ARM Fast
Sl.No: 101|Set.No: 14|Name: Mustafizur Rahman|BasePrice: 200L|Country: Bangladesh|LHB|LEFT ARM Fast Medium
Sl.No: 102|Set.No: 14|Name: Chetan Sakariya|BasePrice: 75L|Country: Indian|LHB|LEFT ARM Medium
Sl.No: 103|Set.No: 14|Name: Kuldeep Sen|BasePrice: 75L|Country: Indian|RHB|RIGHT ARM Fast
Sl.No: 104|Set.No: 14|Name: Umesh Yadav|BasePrice: 150L|Country: Indian|RHB|RIGHT ARM Fast Medium
